City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,broome,42.2506,-75.833,-0.17,64,100,7.2,US,1701198403
281,hamilton,39.1834,-84.5333,-1.39,57,40,5.66,US,1701198053
282,longboat key,27.4125,-82.659,15.56,48,0,5.66,US,1701198179
283,vadso,70.0744,29.7487,1.09,75,75,8.23,NO,1701198207
284,popondetta,-8.7537,148.2534,23.47,95,100,1.36,PG,1701198404
285,ribeira grande,38.5167,-28.7,19.32,100,75,6.71,PT,1701198404
286,katsuren-haebaru,26.3369,127.8719,17.21,63,0,2.57,JP,1701198405
287,holualoa,19.6228,-155.9522,24.32,79,40,2.57,US,1701198405
288,thohoyandou,-22.9456,30.485,26.61,35,40,1.5,ZA,1701198405
289,camayenne,9.535,-13.6878,28.54,73,2,6.61,GN,1701198406
290,chegutu,-18.1302,30.1407,27.67,21,95,1.56,ZW,1701198406
291,lewistown,40.5992,-77.5714,-0.11,74,75,5.14,US,1701198406
292,ambon,-3.6954,128.1814,29.95,58,40,0.51,ID,1701198406
293,lorengau,-2.0226,147.2712,26.92,80,100,1.11,PG,1701198407
294,fayzabad,37.1166,70.58,12.21,32,100,2.48,AF,1701198407
295,taltal,-25.4,-70.4833,19.73,69,22,4.41,CL,1701198021
296,nemuro,43.3236,145.575,1.99,76,100,9.03,JP,1701198408
297,dickinson,29.4608,-95.0513,16.72,49,40,4.63,US,1701198261
298,codrington,-38.2667,141.9667,14.65,93,100,8.67,AU,1701198408
299,hilo,19.7297,-155.09,26.82,80,40,5.14,US,1701198271
300,lazaro cardenas,17.9583,-102.2,30.74,58,63,3.06,MX,1701198407
301,valentin gomez farias,28.2167,-106.5833,15.91,46,100,3.47,MX,1701198409
302,lengshuijiang,27.6881,111.4294,13.31,67,50,0.08,CN,1701198409
303,pandan,14.0453,124.1694,26.77,88,77,5.99,PH,1701198409
304,terrace,54.5163,-128.6035,5.12,99,100,1.17,CA,1701198410
305,udachny,66.4167,112.4,-17.99,93,100,9.47,RU,1701198410
306,southeast arcadia,27.1863,-81.8521,16.15,65,100,1.34,US,1701198410
307,fale old settlement,-9.3852,-171.2468,28.5,72,100,6.77,TK,1701198410
308,ulladulla,-35.35,150.4667,19.32,97,100,10.25,AU,1701198411
309,tazovsky,67.4667,78.7,-15.42,95,100,3.74,RU,1701198411
310,smirnovo,54.5125,69.4222,-2.56,82,51,6.01,KZ,1701198411
311,revda,56.801,59.9303,-3.31,99,100,1.86,RU,1701198411
312,ixtapa,20.7,-105.2,29.01,61,40,3.13,MX,1701198412
313,goz beida,13.95,20.55,28.36,13,0,3.67,TD,1701198412
314,dumas,35.8656,-101.9732,10.34,32,0,7.2,US,1701198412
315,zhigalovo,54.8097,105.1578,-21.83,100,73,1.0,RU,1701198412
316,karanpur,29.8419,73.4542,17.82,51,7,1.92,IN,1701198413
317,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-13.02,78,100,6.53,RU,1701198413
318,taoudenni,22.6783,-3.9836,22.25,13,59,2.74,ML,1701198413
319,darwin,-12.4611,130.8418,26.99,89,40,1.54,AU,1701198413
320,mount gambier,-37.8333,140.7667,14.35,90,100,5.88,AU,1701198414
321,andovoranto,-18.95,49.1,23.57,81,0,2.8,MG,1701198414
322,kiruna,67.8557,20.2251,-5.49,80,100,6.69,SE,1701198414
323,fort st. john,56.2499,-120.8529,1.28,69,2,5.71,CA,1701198414
324,srikakulam,18.3,83.9,21.58,83,73,2.88,IN,1701198415
325,micheweni,-4.9667,39.8333,26.36,86,24,2.13,TZ,1701198415
326,crane,31.3974,-102.3501,12.75,39,53,4.29,US,1701198415
327,utrik,11.2278,169.8474,27.02,77,100,8.01,MH,1701198415
328,cockburn town,21.4612,-71.1419,27.29,69,6,4.42,TC,1701198326
329,pointe aux piments,-20.0628,57.5131,24.73,88,26,3.34,MU,1701198416
330,saipan,15.1355,145.701,27.39,78,40,5.66,MP,1701198416
331,gaspe,48.8334,-64.4819,1.95,75,75,7.2,CA,1701198362
332,puerto madero,14.7208,-92.4215,31.11,55,20,5.14,MX,1701198416
333,santiago de cao,-7.9589,-79.2392,21.07,78,20,6.17,PE,1701198417
334,paracale,14.2804,122.7881,26.08,92,98,4.42,PH,1701198417
335,berezovyy,51.6667,135.7,-16.97,88,96,0.41,RU,1701198417
336,polyarnyy,69.1989,33.4478,-2.29,83,93,7.42,RU,1701198417
337,inverell,-29.7833,151.1167,18.39,86,100,4.47,AU,1701198418
338,revelstoke,50.9832,-118.2023,0.39,70,7,1.21,CA,1701198418
339,mariental,-24.6333,17.9667,26.38,19,92,9.06,NA,1701198418
340,quellon,-43.1167,-73.6167,13.93,65,91,5.89,CL,1701198418
341,puerto maldonado,-12.6,-69.1833,26.22,89,75,1.54,PE,1701198419
342,ndele,8.4109,20.6473,27.65,26,39,1.13,CF,1701198419
343,namie,37.4833,141.0,6.51,74,13,2.98,JP,1701198419
344,oamaru,-45.0784,170.9801,8.54,78,0,4.85,NZ,1701198419
345,amga,60.8953,131.9608,-27.91,100,100,0.88,RU,1701198420
346,harstad,68.799,16.5293,-1.03,78,13,2.74,NO,1701198420
347,encantado,-29.2361,-51.8697,24.23,100,100,0.76,BR,1701198420
348,ust'-ilimsk,58.0006,102.6619,-21.96,99,76,1.56,RU,1701198420
349,marang,5.2056,103.2059,25.84,87,100,1.89,MY,1701198421
350,talcahuano,-36.7167,-73.1167,17.82,63,40,6.17,CL,1701198205
351,tura,25.5198,90.2201,18.68,70,100,1.28,IN,1701198421
352,chonchi,-42.6128,-73.8092,14.51,60,62,4.55,CL,1701198129
353,itteville,48.5154,2.3438,4.31,79,76,2.08,FR,1701198422
354,san julian,21.0167,-102.1667,19.8,47,100,3.34,MX,1701198422
355,yarmouth,41.7057,-70.2286,4.44,47,75,10.73,US,1701198423
356,ormara,25.2088,64.6357,24.47,60,61,3.66,PK,1701198423
357,paramonga,-10.6667,-77.8333,22.03,75,54,5.24,PE,1701198423
358,altay,47.8667,88.1167,-2.91,53,0,3.97,CN,1701198424
359,zolochiv,49.806,24.8944,-0.39,91,100,3.19,UA,1701198424
360,wynyard,-41.0,145.7167,12.88,76,11,6.2,AU,1701198424
361,tambacounda,13.7539,-13.7586,31.64,19,4,2.81,SN,1701198425
362,al kharijah,25.4514,30.5464,16.97,43,100,3.56,EG,1701198425
363,kununurra,-15.7667,128.7333,26.99,83,37,2.57,AU,1701198425
364,aasiaat,68.7098,-52.8699,-11.32,77,100,8.18,GL,1701198212
365,port-saint-louis-du-rhone,43.3833,4.8,9.38,66,0,5.14,FR,1701198426
366,palestine,31.9216,35.2033,11.08,78,81,1.87,PS,1701198193
367,port hedland,-20.3167,118.5667,25.03,78,100,5.66,AU,1701198427
368,onsong,42.9572,129.9933,-9.73,61,100,5.45,KP,1701198427
369,kirensk,57.7853,108.1119,-17.18,99,100,1.08,RU,1701198427
370,klyuchi,52.2667,79.1667,-1.01,63,100,4.25,RU,1701198427
371,rongelap,11.1635,166.8941,27.46,75,99,9.17,MH,1701198428
372,bozeman,45.6796,-111.0386,6.68,42,0,0.0,US,1701198358
373,changleng,28.7,115.8167,14.48,58,87,1.29,CN,1701198428
374,remire-montjoly,4.9167,-52.2667,31.02,66,40,5.66,GF,1701198429
375,saint-pierre,-21.3393,55.4781,23.82,69,11,2.57,RE,1701198429
376,lompoc,34.6391,-120.4579,20.56,45,0,1.34,US,1701198430
377,ponta delgada,37.7333,-25.6667,19.4,88,75,3.09,PT,1701198430
378,jamiltepec,16.2833,-97.8167,31.54,40,20,2.3,MX,1701198430
379,opuwo,-18.0607,13.84,25.99,51,100,2.4,NA,1701198431
380,mabaruma,8.2,-59.7833,30.28,61,10,3.69,GY,1701198431
381,kotabumi,-4.8333,104.9,24.2,93,100,1.61,ID,1701198431
382,nadym,65.5333,72.5167,-5.82,96,100,5.26,RU,1701198432
383,beloeil,45.5668,-73.1992,-1.43,61,75,8.75,CA,1701198328
384,kolpashevo,58.3131,82.9089,-11.61,95,86,2.24,RU,1701198433
385,xining,36.6167,101.7667,-1.6,52,28,1.11,CN,1701198433
386,tugulym,57.0591,64.6425,-0.93,93,98,3.13,RU,1701198433
387,langzhong,31.5504,105.9938,14.22,67,100,2.48,CN,1701198434
388,petropavlovsk-kamchatsky,53.0452,158.6483,-9.19,86,0,5.0,RU,1701198434
389,yelizovo,53.1873,158.3805,-8.44,72,0,5.0,RU,1701198434
390,olyokminsk,60.3736,120.4264,-16.97,90,100,4.49,RU,1701198435
391,imbituba,-28.24,-48.6703,22.7,96,100,3.49,BR,1701198363
392,rustenburg,-25.6676,27.2421,25.95,43,100,5.17,ZA,1701198436
393,syumsi,57.1111,51.6149,-2.99,97,100,2.42,RU,1701198436
394,tocopilla,-22.092,-70.1979,21.63,65,20,5.23,CL,1701198436
395,richmond,37.5538,-77.4603,8.93,30,75,10.29,US,1701198350
396,vilyuysk,63.7553,121.6247,-18.1,91,31,3.86,RU,1701198437
397,ingeniero jacobacci,-41.3427,-69.5448,20.06,18,0,11.23,AR,1701198347
398,ola,59.5833,151.2833,-13.6,75,100,4.16,RU,1701198438
399,road town,18.4167,-64.6167,29.05,70,20,4.12,VG,1701198438
400,khanty-mansiysk,61.0042,69.0019,-1.94,80,0,3.13,RU,1701198438
401,kolonia,50.9333,6.95,2.14,82,20,1.54,DE,1701198354
402,severo-yeniseyskiy,60.3725,93.0408,-17.46,92,100,0.89,RU,1701198439
403,loukhi,66.0764,33.0381,-4.01,82,100,7.52,RU,1701198439
404,kem',64.9555,34.5793,-2.06,80,100,10.4,RU,1701198439
405,inari,68.906,27.0288,-1.89,97,96,4.6,FI,1701198440
406,punta del este,-34.9667,-54.95,30.54,51,75,4.63,UY,1701198440
407,shalya,57.2471,58.7298,-1.51,92,100,3.4,RU,1701198440
408,coquimbo,-29.9533,-71.3436,17.85,72,75,5.14,CL,1701198375
409,tashla,51.7716,52.7427,-1.36,86,21,3.98,RU,1701198441
410,ad darb,17.7229,42.2526,28.72,71,19,3.27,SA,1701198441
411,luanda,-8.8368,13.2343,25.0,88,40,1.03,AO,1701198442
412,pacific grove,36.6177,-121.9166,18.56,47,0,4.92,US,1701198442
413,llanes,43.4198,-4.7549,13.98,93,100,2.31,ES,1701198242
414,domoni,-12.2569,44.5319,26.57,81,0,2.68,KM,1701198443
415,kralendijk,12.15,-68.2667,30.99,66,20,8.23,BQ,1701198443
416,pemangkat,1.1667,108.9667,25.85,86,100,2.28,ID,1701198443
417,aldan,58.6031,125.3894,-19.26,98,100,2.46,RU,1701198154
418,ingeniero guillermo n. juarez,-23.9,-61.85,37.86,34,1,1.87,AR,1701198444
419,kokopo,-4.352,152.2633,25.03,86,32,1.14,PG,1701198444
420,port lincoln,-34.7333,135.8667,14.85,89,60,8.14,AU,1701198444
421,urangan,-25.3,152.9,21.95,91,86,1.32,AU,1701198445
422,camocim,-2.9022,-40.8411,28.41,73,62,7.09,BR,1701198289
423,tacna,-18.0056,-70.2483,22.11,56,0,5.14,PE,1701198437
424,kiama,-34.6833,150.8667,20.88,96,100,5.36,AU,1701198445
425,sabang,5.8933,95.3214,26.69,80,97,2.13,ID,1701198446
426,richards bay,-28.783,32.0377,28.57,53,100,4.91,ZA,1701198446
427,mount isa,-20.7333,139.5,21.87,83,0,0.0,AU,1701198446
428,teguise,29.0605,-13.564,18.12,64,20,3.6,ES,1701198447
429,labytnangi,66.6572,66.4183,-10.25,93,100,6.59,RU,1701198207
430,la malbaie,47.6575,-70.1559,-1.86,65,91,5.37,CA,1701198447
431,igarape miri,-1.975,-48.9597,34.02,43,87,1.72,BR,1701198448
432,antonio enes,-16.2325,39.9086,26.76,81,8,3.72,MZ,1701198448
433,san patricio,28.017,-97.5169,16.04,41,94,1.45,US,1701198448
434,illizi,26.4833,8.4667,19.89,19,0,2.1,DZ,1701198165
435,puerto baquerizo moreno,-0.9,-89.6,24.78,76,44,8.83,EC,1701198449
436,igarka,67.4667,86.5833,-20.85,97,88,3.16,RU,1701198449
437,kourou,5.1552,-52.6478,31.03,68,26,3.95,GF,1701198449
438,trairi,-3.2778,-39.2689,28.96,65,29,5.78,BR,1701198254
439,al minya,28.1099,30.7503,17.54,38,100,3.91,EG,1701198450
440,qaisumah,28.3112,46.1273,16.98,55,0,3.09,SA,1701198450
441,klaksvik,62.2266,-6.589,2.51,61,100,7.84,FO,1701198450
442,dwarka,22.2394,68.9678,23.51,51,0,5.91,IN,1701198451
443,heroica guaymas,27.9333,-110.9,25.49,53,40,5.14,MX,1701198245
444,ankang,32.68,109.0172,12.5,64,100,0.89,CN,1701198451
445,ji'an,27.1172,114.9793,13.91,60,90,0.74,CN,1701198452
446,sokolka,53.4072,23.5023,-6.85,83,100,2.21,PL,1701198384
447,zvishavane,-20.3267,30.0665,25.85,23,31,2.29,ZW,1701198452
448,nagqu,31.5,92.0,-5.33,70,100,1.0,CN,1701198336
449,point pedro,9.8167,80.2333,26.62,80,100,2.98,LK,1701198453
450,conceicao da barra,-18.5933,-39.7322,28.19,58,59,5.12,BR,1701198453
451,chinde,26.8418,88.0763,13.19,63,100,1.62,NP,1701198453
452,pariaman,-0.619,100.12,26.03,89,100,1.79,ID,1701198454
453,sumbe,-11.2061,13.8437,24.66,88,100,1.25,AO,1701198454
454,horsham,51.064,-0.3272,6.08,82,40,3.09,GB,1701198455
455,kavieng,-2.5744,150.7967,27.31,80,91,2.18,PG,1701198455
456,kemijarvi,66.7131,27.4306,-5.33,82,99,7.04,FI,1701198455
457,andrews,32.3187,-102.5457,14.12,42,0,3.6,US,1701198456
458,hobyo,5.3505,48.5268,27.11,74,95,7.41,SO,1701198456
459,alofi,-19.0595,-169.9187,26.94,74,75,5.66,NU,1701198456
460,hammerfest,70.6634,23.6821,0.25,69,75,5.66,NO,1701198457
461,altai,46.3722,96.2583,-16.5,88,50,1.59,MN,1701198457
462,oltinko'l,40.8011,72.1634,12.59,32,82,1.35,UZ,1701198457
463,kurkino,53.4257,38.6582,-7.07,91,32,4.09,RU,1701198458
464,okha,53.5739,142.9478,-13.21,89,87,1.79,RU,1701198458
465,hoemul-li,41.4339,129.67,-3.67,33,0,4.68,KP,1701198458
466,nyachera,-0.9,30.4167,16.69,93,93,1.11,UG,1701198459
467,acworth,34.0659,-84.6769,10.76,39,0,7.2,US,1701198212
468,puerto deseado,-47.7503,-65.8938,20.81,21,16,11.57,AR,1701198459
469,achinsk,56.2694,90.4993,-14.9,98,30,1.79,RU,1701198459
470,enewetak,11.3474,162.3373,27.55,78,100,11.19,MH,1701198460
471,magadan,59.5667,150.8,-13.47,73,100,4.34,RU,1701198460
472,okhotsk,59.3833,143.3,-11.55,90,100,2.79,RU,1701198460
473,pompeu,-19.2244,-44.9353,28.56,48,100,0.97,BR,1701198461
474,soroca,48.1558,28.2975,3.0,95,100,6.03,MD,1701198461
475,cooma,-36.2333,149.1333,12.29,97,100,4.34,AU,1701198260
476,kapa'a,22.0752,-159.319,22.33,93,100,3.6,US,1701198461
477,kiunga,-6.1219,141.2906,22.99,100,100,0.74,PG,1701198462
478,nova vicosa,-17.8919,-39.3719,27.76,67,19,7.0,BR,1701198304
479,mingyue,43.1069,128.9217,-12.32,76,100,5.81,CN,1701198462
480,lashio,22.9333,97.75,13.09,96,6,0.82,MM,1701198462
481,kamloops,50.6665,-120.3192,2.54,68,5,0.89,CA,1701198463
482,angaur state,6.906,134.13,29.11,76,100,7.24,PW,1701198463
483,lamarque,-39.423,-65.7021,32.03,9,100,7.31,AR,1701198463
484,heihe,50.2441,127.4902,-18.25,88,99,2.49,CN,1701198463
485,amarante do maranhao,-5.5667,-46.7422,34.67,31,100,0.67,BR,1701198232
486,chongwe,-15.3292,28.682,25.51,46,90,3.49,ZM,1701198464
487,santa cruz de tenerife,28.4682,-16.2546,22.06,88,75,1.54,ES,1701198464
488,sangkhla buri,15.1555,98.4536,19.21,89,11,0.75,TH,1701198464
489,karungdong,5.8844,121.263,27.08,82,43,1.69,PH,1701198465
490,taulaga,-11.0553,-171.0883,28.18,76,100,6.89,AS,1701198465
491,sao jose da coroa grande,-8.8978,-35.1478,27.39,63,8,4.49,BR,1701198465
492,sandnessjoen,66.0217,12.6316,1.06,55,75,7.2,NO,1701198465
493,queenstown,-31.8976,26.8753,16.16,76,84,3.81,ZA,1701198466
494,kataysk,56.289,62.5841,-2.49,95,100,3.14,RU,1701198466
495,redencao,-4.2258,-38.7306,30.43,53,91,2.73,BR,1701198466
496,asaita,11.5636,41.4394,29.13,43,100,6.38,ET,1701198466
497,tokar,18.4254,37.729,27.07,71,25,6.5,SD,1701198466
498,paracuru,-3.41,-39.0306,27.84,66,23,6.23,BR,1701198467
499,cartagena del chaira,1.3349,-74.8429,28.06,89,37,1.49,CO,1701198338
500,ardon,43.17,44.29,-1.45,78,6,0.59,RU,1701198467
501,uribia,11.7139,-72.266,31.97,52,0,9.04,CO,1701198467
502,jackson,42.4165,-122.8345,2.93,65,0,0.0,US,1701198468
503,bhimunipatnam,17.8833,83.4333,23.73,81,79,3.25,IN,1701198438
504,whistler,50.1164,-122.9695,5.16,53,1,0.96,CA,1701198468
505,nanga eboko,4.6833,12.3667,21.94,85,52,1.52,CM,1701198468
506,kidal,18.4411,1.4078,26.71,12,0,3.87,ML,1701198469
507,inyonga,-6.7167,32.0667,18.08,92,99,0.96,TZ,1701198469
508,enriquillo,17.9,-71.2333,29.82,70,42,4.55,DO,1701198469
509,linxia chengguanzhen,35.6003,103.2064,0.97,54,75,1.03,CN,1701198469
510,aguilas,37.4063,-1.5829,16.65,62,100,0.5,ES,1701198470
511,luderitz,-26.6481,15.1594,21.54,62,83,9.43,NA,1701198470
512,al burayqah,30.4062,19.5739,18.4,44,4,6.29,LY,1701198470
513,arraial do cabo,-22.9661,-42.0278,25.92,78,40,9.77,BR,1701198471
514,bukama,-9.2,25.85,23.91,80,98,0.3,CD,1701198471
515,schweizer-reneke,-27.1887,25.3293,24.25,41,85,7.84,ZA,1701198471
516,buxerolles,46.6167,0.4833,6.97,87,0,0.51,FR,1701198471
517,staryya darohi,53.0402,28.267,-4.3,82,100,3.49,BY,1701198472
518,takoradi,4.8845,-1.7554,26.73,81,53,3.03,GH,1701198472
519,anshun,26.25,105.9333,10.43,68,100,5.69,CN,1701198472
520,schwaz,47.3391,11.7336,-0.54,76,100,1.63,AT,1701198472
521,slave lake,55.2834,-114.769,1.99,80,75,2.06,CA,1701198209
522,collie,-33.3667,116.15,12.5,98,7,0.65,AU,1701198473
523,aras-asan,8.8908,126.3033,25.95,87,100,1.41,PH,1701198473
524,chashniki,54.8569,29.1607,-12.52,97,80,2.59,BY,1701198473
525,kencong,-8.2833,113.3667,24.43,83,98,0.73,ID,1701198474
526,ghadamis,30.1337,9.5007,16.19,30,100,3.22,LY,1701198474
527,el galpon,-25.3807,-64.6526,37.07,32,8,4.67,AR,1701198474
528,fort saskatchewan,53.7168,-113.2187,6.73,58,14,5.36,CA,1701198475
529,kill devil hills,36.0307,-75.676,8.88,45,0,7.2,US,1701198475
530,loyew,51.9458,30.7953,-1.72,92,100,5.45,BY,1701198475
531,qui nhon,13.7667,109.2333,22.73,85,95,4.83,VN,1701198476
532,mizan teferi,6.9833,35.5833,17.47,86,28,1.2,ET,1701198476
533,anzio,41.4853,12.6179,12.78,60,65,2.42,IT,1701198476
534,champerico,14.3,-91.9167,35.3,71,100,3.06,GT,1701198476
535,ad dilam,23.9915,47.1627,22.01,36,0,5.4,SA,1701198477
536,isna,25.2934,32.554,19.54,33,100,4.23,EG,1701198477
537,sinan,34.8262,126.1086,9.31,65,71,5.57,KR,1701198477
538,kavaratti,10.5669,72.642,28.72,73,97,3.17,IN,1701198477
539,hlobyne,49.3878,33.2596,0.96,89,100,7.64,UA,1701198478
540,gwadar,25.1216,62.3254,24.61,56,2,3.39,PK,1701198478
541,strathfieldsaye,-36.8,144.3667,15.01,96,100,3.35,AU,1701198478
542,kwadukuza,-29.3282,31.2895,23.66,89,100,6.68,ZA,1701198479
543,nizhnyaya poyma,56.1622,97.1933,-20.28,98,33,1.09,RU,1701198479
544,sao vicente,-23.9631,-46.3919,34.1,59,100,2.24,BR,1701198479
545,hami,42.8,93.45,2.27,31,6,2.94,CN,1701198479
546,bilmak,47.3624,36.6511,2.3,88,75,4.88,UA,1701198480
547,hotan,37.0997,79.9269,3.66,26,38,1.51,CN,1701198480
548,yorkton,51.2167,-102.4677,1.3,67,7,6.59,CA,1701198480
549,aljezur,37.3191,-8.8033,16.58,83,82,3.2,PT,1701198480
550,antsiranana,-12.2787,49.2917,25.36,87,93,4.29,MG,1701198481
551,rouyn-noranda,48.2398,-79.0288,-9.02,84,100,5.75,CA,1701198462
552,viedma,-40.8135,-62.9967,29.39,17,100,7.4,AR,1701198482
553,molchanovo,57.5817,83.7692,-13.16,93,51,2.06,RU,1701198482
554,watertown,42.3709,-71.1828,4.5,37,100,4.47,US,1701198077
555,guanare,9.0418,-69.7421,31.61,52,65,2.26,VE,1701198483
556,nisporeni,47.0814,28.1783,3.66,97,100,8.01,MD,1701198483
557,leua,48.2156,18.6071,2.54,86,100,4.46,SK,1701198484
558,pangody,65.85,74.4859,-7.4,95,100,5.51,RU,1701198484
